date,channel,conversions,revenue,emails_sent,impressions,spend,clicks,week
2024-08-22,Social Media,5,440.28999999999996,,14629.0,151.99,219.0,2024-34
2024-08-23,Email,12,1669.01,2786.0,,0.0,151.8241472012287,2024-34
2024-08-23,PPC,20,2458.06,,,362.35,0.0,2024-34
2024-08-23,Social Media,4,204.71,,14929.0,156.08,186.0,2024-34
2024-08-24,Email,9,1342.8,1960.0,,0.0,110.25527880521042,2024-34
2024-08-24,PPC,11,957.98,,,259.28,0.0,2024-34
2024-08-24,Social Media,4,480.83,,14221.0,123.1,162.0,2024-34
2024-08-25,Email,9,1211.5,2984.0,,0.0,122.64078171934452,2024-34
2024-08-25,PPC,17,1631.96,,,344.95,0.0,2024-34
2024-08-25,Social Media,4,356.96,,14428.0,168.82,169.0,2024-34
2024-08-26,Email,15,2195.13,2822.0,,0.0,155.97969238711173,2024-35
2024-08-26,PPC,11,1240.95,,,315.37,0.0,2024-35
2024-08-26,Social Media,8,374.33,,16483.0,195.77,302.0,2024-35
2024-08-27,Email,11,1336.76,2453.0,,0.0,150.27116370834386,2024-35
2024-08-27,PPC,19,1605.49,,,289.19,0.0,2024-35
2024-08-27,Social Media,4,435.21000000000004,,18654.0,170.12,201.0,2024-35
2024-08-28,Email,10,1379.83,1894.0,,0.0,106.5144671565332,2024-35
2024-08-28,PPC,15,1705.38,,,326.67,0.0,2024-35
2024-08-28,Social Media,3,89.59,,14740.0,130.23,151.0,2024-35
2024-08-29,Email,13,1449.52,3050.0,,0.0,143.7089945997692,2024-35
2024-08-29,PPC,19,2126.81,,,329.7,0.0,2024-35
2024-08-29,Social Media,11,854.17,,21062.0,196.42,411.0,2024-35
2024-08-30,Email,14,1566.2,4137.0,,0.0,168.85425982075176,2024-35
2024-08-30,PPC,18,1931.2,,,343.02,0.0,2024-35
2024-08-30,Social Media,5,339.76,,15138.0,153.23,252.0,2024-35
2024-08-31,Email,12,1376.81,2382.0,,0.0,149.9498997320811,2024-35
2024-08-31,PPC,14,1555.91,,,285.59,0.0,2024-35
2024-08-31,Social Media,5,364.29,,15166.0,130.7,228.0,2024-35
2024-09-01,Email,10,1235.26,3177.0,,0.0,127.99567528378714,2024-35
2024-09-01,PPC,21,1882.2,,,405.59,0.0,2024-35
2024-09-01,Social Media,8,590.52,,22529.0,197.23,410.0,2024-35
2024-09-02,Email,14,1714.88,3761.0,,0.0,150.9914720608301,2024-36
2024-09-02,PPC,18,2308.48,,,400.42,0.0,2024-36
2024-09-02,Social Media,5,443.0,,15899.0,195.99,210.0,2024-36
2024-09-03,Email,12,1456.62,2361.0,,0.0,144.9373005690784,2024-36
2024-09-03,PPC,21,1790.31,,,398.83,0.0,2024-36
2024-09-03,Social Media,7,516.88,,22354.0,192.01,300.0,2024-36
2024-09-04,Email,10,1698.77,1769.0,,0.0,111.83329620904937,2024-36
2024-09-04,PPC,17,1412.48,,,351.46,0.0,2024-36
2024-09-04,Social Media,4,218.67000000000002,,11788.0,136.91,156.0,2024-36
2024-09-05,Email,9,1155.67,1895.0,,0.0,101.67971893747874,2024-36
2024-09-05,PPC,17,1778.45,,,279.12,0.0,2024-36
2024-09-05,Social Media,6,358.17,,22094.0,190.32,310.0,2024-36
2024-09-06,Email,15,2085.5,2819.0,,0.0,155.4769526175639,2024-36
2024-09-06,PPC,20,1790.0,,,398.83,0.0,2024-36
2024-09-06,Social Media,7,338.13,,18873.0,185.25,255.0,2024-36
2024-09-07,Email,13,1468.79,2361.0,,0.0,138.225504059506,2024-36
2024-09-07,PPC,20,2141.99,,,300.86,0.0,2024-36
2024-09-07,Social Media,7,485.39,,17697.0,148.91,279.0,2024-36
2024-09-08,Email,8,1050.6299999999999,2090.0,,0.0,126.9260017537483,2024-36
2024-09-08,PPC,22,2248.03,,,376.31,0.0,2024-36
2024-09-08,Social Media,5,351.71000000000004,,20882.0,196.03,264.0,2024-36
2024-09-09,Email,8,1147.93,2902.0,,0.0,123.5791943000774,2024-37
2024-09-09,PPC,17,1764.4299999999998,,,298.5,0.0,2024-37
2024-09-09,Social Media,5,348.11,,15760.0,149.99,241.0,2024-37
2024-09-10,Email,9,1445.31,2693.0,,0.0,119.18594853651364,2024-37
2024-09-10,PPC,10,1127.71,,,273.17,0.0,2024-37
2024-09-10,Social Media,6,511.9,,13060.0,131.95,224.0,2024-37
2024-09-11,Email,13,1495.49,2986.0,,0.0,137.74724737266752,2024-37
2024-09-11,PPC,13,1294.72,,,272.15,0.0,2024-37
2024-09-11,Social Media,5,293.93,,15419.0,138.49,211.0,2024-37
2024-09-12,Email,11,1241.58,3303.0,,0.0,164.26418733297749,2024-37
2024-09-12,PPC,13,1409.22,,,346.47,0.0,2024-37
2024-09-12,Social Media,5,341.23,,13202.0,144.93,200.0,2024-37
2024-09-13,Email,9,1300.47,2142.0,,0.0,103.73797581596996,2024-37
2024-09-13,PPC,22,1719.45,,,379.29,0.0,2024-37
2024-09-13,Social Media,3,413.48,,14259.0,147.01,126.0,2024-37
2024-09-14,Email,10,1353.68,2582.0,,0.0,145.1699280763918,2024-37
2024-09-14,PPC,16,1522.85,,,319.26,0.0,2024-37
2024-09-14,Social Media,5,387.99,,14838.0,178.17,250.0,2024-37
2024-09-15,Email,10,1176.0900000000001,3105.0,,0.0,126.56146393775842,2024-37
2024-09-15,PPC,19,1985.94,,,315.58,0.0,2024-37
2024-09-15,Social Media,8,703.43,,16165.0,192.55,341.0,2024-37
2024-09-16,Email,14,1684.24,2523.0,,0.0,153.9141042435344,2024-38
2024-09-16,PPC,14,1448.3799999999999,,,282.87,0.0,2024-38
2024-09-16,Social Media,6,681.7099999999999,,12251.0,130.93,302.0,2024-38
2024-09-17,Email,8,1076.8,1713.0,,0.0,104.22946705581688,2024-38
2024-09-17,PPC,13,1404.16,,,297.77,0.0,2024-38
2024-09-17,Social Media,8,709.13,,16282.0,193.85,368.0,2024-38
2024-09-18,Email,10,1145.53,2365.0,,0.0,143.50926361102302,2024-38
2024-09-18,PPC,13,1324.01,,,354.54,0.0,2024-38
2024-09-18,Social Media,4,217.26,,11152.0,134.95,222.0,2024-38
2024-09-19,Email,8,960.19,2035.0,,0.0,114.75529404269008,2024-38
2024-09-19,PPC,21,2101.64,,,369.13,0.0,2024-38
2024-09-19,Social Media,7,781.96,,19220.0,165.8,303.0,2024-38
2024-09-20,Email,10,1293.93,2538.0,,0.0,142.96944288207914,2024-38
2024-09-20,PPC,15,1626.73,,,367.62,0.0,2024-38
2024-09-20,Social Media,5,365.03,,14425.0,156.11,217.0,2024-38
2024-09-21,Email,8,1083.89,2502.0,,0.0,108.15367434782834,2024-38
2024-09-21,PPC,21,2225.3,,,392.37,0.0,2024-38
2024-09-21,Social Media,7,503.38,,19094.0,189.16,281.0,2024-38
2024-09-22,Email,7,695.31,1606.0,,0.0,95.31002743642928,2024-38
2024-09-22,PPC,22,1883.49,,,354.99,0.0,2024-38
2024-09-22,Social Media,9,1033.79,,22403.0,199.01,405.0,2024-38
2024-09-23,Email,10,1419.11,3067.0,,0.0,140.44061082579765,2024-39
2024-09-23,PPC,16,1314.1,,,342.95,0.0,2024-39
2024-09-23,Social Media,7,493.56,,14831.0,140.02,283.0,2024-39
2024-09-24,Email,13,1439.01,2413.0,,0.0,131.54759760467658,2024-39
2024-09-24,PPC,19,1969.02,,,375.38,0.0,2024-39
2024-09-24,Social Media,5,384.9,,16669.0,173.86,248.0,2024-39
2024-09-25,Email,11,1645.71,3374.0,,0.0,154.63321984104664,2024-39
2024-09-25,PPC,15,1430.1399999999999,,,277.57,0.0,2024-39
2024-09-25,Social Media,6,406.76,,21176.0,192.32,257.0,2024-39
2024-09-26,Email,9,1146.82,2399.0,,0.0,105.69976300311812,2024-39
2024-09-26,PPC,22,2273.39,,,340.19,0.0,2024-39
2024-09-26,Social Media,10,586.31,,16894.0,177.74,354.0,2024-39
2024-09-27,Email,10,1115.68,2365.0,,0.0,115.74956024685088,2024-39
2024-09-27,PPC,15,1489.76,,,323.22,0.0,2024-39
2024-09-27,Social Media,8,375.72,,18543.0,164.3,300.0,2024-39
2024-09-28,Email,8,1129.78,1887.0,,0.0,116.78498658427964,2024-39
2024-09-28,PPC,15,1578.99,,,306.3,0.0,2024-39
2024-09-28,Social Media,5,301.4,,18281.0,204.36,253.0,2024-39
2024-09-29,Email,8,887.37,2404.0,,0.0,110.80845294722054,2024-39
2024-09-29,PPC,16,1663.3700000000001,,,366.72,0.0,2024-39
2024-09-29,Social Media,9,722.93,,22183.0,194.81,326.0,2024-39
2024-09-30,Email,10,1501.55,2123.0,,0.0,117.82240016119736,2024-40
2024-09-30,PPC,19,2226.3,,,386.58,0.0,2024-40
2024-09-30,Social Media,5,540.08,,13645.0,136.66,211.0,2024-40
2024-10-01,Email,13,1737.32,2595.0,,0.0,138.82929284464873,2024-40
2024-10-01,PPC,13,1487.93,,,305.3,0.0,2024-40
2024-10-01,Social Media,11,978.87,,20932.0,193.41,410.0,2024-40
2024-10-02,Email,13,1499.77,3460.0,,0.0,140.8316132486658,2024-40
2024-10-02,PPC,16,1873.28,,,400.19,0.0,2024-40
2024-10-02,Social Media,6,296.37,,17576.0,169.19,292.0,2024-40
2024-10-03,Email,6,670.56,1404.0,,0.0,90.83185505265703,2024-40
2024-10-03,PPC,15,1303.14,,,298.31,0.0,2024-40
2024-10-03,Social Media,8,464.33000000000004,,17392.0,179.13,380.0,2024-40
2024-10-04,Email,6,1266.26,1580.0,,0.0,88.8325171314484,2024-40
2024-10-04,PPC,14,1475.22,,,313.07,0.0,2024-40
2024-10-04,Social Media,7,488.74,,18906.0,193.84,284.0,2024-40
2024-10-05,Email,9,1087.79,2434.0,,0.0,125.83609730939784,2024-40
2024-10-05,PPC,14,1538.6100000000001,,,365.65,0.0,2024-40
2024-10-05,Social Media,4,384.98,,12976.0,149.29,192.0,2024-40
2024-10-06,Email,13,1844.84,2912.0,,0.0,130.84508611713505,2024-40
2024-10-06,PPC,13,1227.19,,,294.57,0.0,2024-40
2024-10-06,Social Media,5,405.46,,11551.0,132.95,275.0,2024-40
2024-10-07,Email,8,1208.99,2060.0,,0.0,89.861960566532,2024-41
2024-10-07,PPC,20,2129.55,,,351.96,0.0,2024-41
2024-10-07,Social Media,5,330.82,,15010.0,134.59,211.0,2024-41
2024-10-08,Email,10,1380.58,2458.0,,0.0,107.88917795946338,2024-41
2024-10-08,PPC,17,1430.28,,,292.11,0.0,2024-41
2024-10-08,Social Media,3,216.08,,17820.0,159.17,162.0,2024-41
2024-10-09,Email,9,1218.37,2463.0,,0.0,100.92916974583142,2024-41
2024-10-09,PPC,10,822.33,,,280.67,0.0,2024-41
2024-10-09,Social Media,5,388.5,,16042.0,199.66,233.0,2024-41
2024-10-10,Email,10,1356.2,2596.0,,0.0,109.9843354462076,2024-41
2024-10-10,PPC,15,1505.97,,,382.93,0.0,2024-41
2024-10-10,Social Media,7,666.38,,15693.0,163.16,345.0,2024-41
2024-10-11,Email,9,1165.85,1829.0,,0.0,106.0570366542808,2024-41
2024-10-11,PPC,18,2105.78,,,289.74,0.0,2024-41
2024-10-11,Social Media,6,655.81,,20511.0,195.61,230.0,2024-41
2024-10-12,Email,6,777.72,2216.0,,0.0,90.14959113410296,2024-41
2024-10-12,PPC,13,1337.0900000000001,,,336.39,0.0,2024-41
2024-10-12,Social Media,7,528.31,,15084.0,170.79,261.0,2024-41
2024-10-13,Email,8,1216.8600000000001,1892.0,,0.0,115.26426702688602,2024-41
2024-10-13,PPC,13,1180.0,,,325.75,0.0,2024-41
2024-10-13,Social Media,5,685.4499999999999,,16933.0,148.94,198.0,2024-41
2024-10-14,Email,7,976.39,2162.0,,0.0,92.40327718183012,2024-42
2024-10-14,PPC,11,943.44,,,306.24,0.0,2024-42
2024-10-14,Social Media,7,609.7,,15449.0,152.95,353.0,2024-42
2024-10-15,Email,7,814.16,1912.0,,0.0,90.56877362515311,2024-42
2024-10-15,PPC,14,1350.33,,,287.19,0.0,2024-42
2024-10-15,Social Media,4,409.18,,13241.0,134.14,188.0,2024-42
2024-10-16,Email,7,859.45,1839.0,,0.0,108.76284218114564,2024-42
2024-10-16,PPC,16,2268.48,,,381.32,0.0,2024-42
2024-10-16,Social Media,4,450.23,,18928.0,190.56,242.0,2024-42
2024-10-17,Email,10,1116.85,1568.0,,0.0,100.98749725869664,2024-42
2024-10-17,PPC,14,1208.82,,,294.21,0.0,2024-42
2024-10-17,Social Media,7,444.61999999999995,,20517.0,199.39,251.0,2024-42
2024-10-18,Email,6,903.8299999999999,1671.0,,0.0,71.24467681632052,2024-42
2024-10-18,PPC,14,1371.02,,,373.45,0.0,2024-42
2024-10-18,Social Media,5,331.8,,11026.0,133.46,207.0,2024-42
2024-10-19,Email,8,967.52,2074.0,,0.0,83.53623751826976,2024-42
2024-10-19,PPC,12,859.19,,,252.34,0.0,2024-42
2024-10-19,Social Media,5,394.95,,18047.0,182.69,273.0,2024-42
2024-10-20,Email,7,827.25,1848.0,,0.0,77.86395009384144,2024-42
2024-10-20,PPC,13,1286.1100000000001,,,243.88,0.0,2024-42
2024-10-20,Social Media,6,428.5,,17423.0,209.3,304.0,2024-42
2024-10-21,Email,9,1246.65,3004.0,,0.0,121.2294949114761,2024-43
2024-10-21,PPC,14,1701.68,,,316.89,0.0,2024-43
2024-10-21,Social Media,7,600.66,,16493.0,158.61,296.0,2024-43
2024-10-22,Email,10,1501.83,2826.0,,0.0,117.6344577787118,2024-43
2024-10-22,PPC,15,1609.57,,,287.01,0.0,2024-43
2024-10-22,Social Media,5,238.17000000000002,,10528.0,129.43,194.0,2024-43
2024-10-23,Email,5,716.69,1152.0,,0.0,63.08032597849107,2024-43
2024-10-23,PPC,15,1575.8600000000001,,,260.23,0.0,2024-43
2024-10-23,Social Media,4,436.4,,19085.0,184.11,218.0,2024-43
2024-10-24,Email,7,808.5699999999999,1982.0,,0.0,103.56848455172825,2024-43
2024-10-24,PPC,23,2283.37,,,352.99,0.0,2024-43
2024-10-24,Social Media,4,405.97,,11164.0,131.15,197.0,2024-43
2024-10-25,Email,9,1292.89,2513.0,,0.0,127.10021283542832,2024-43
2024-10-25,PPC,17,1783.75,,,368.96,0.0,2024-43
2024-10-25,Social Media,4,487.68,,14166.0,138.02,213.0,2024-43
2024-10-26,Email,7,938.3199999999999,1804.0,,0.0,104.6766812650109,2024-43
2024-10-26,PPC,10,842.08,,,293.72,0.0,2024-43
2024-10-26,Social Media,4,464.32,,13524.0,139.49,151.0,2024-43
2024-10-27,Email,8,965.6800000000001,2735.0,,0.0,114.29894844883104,2024-43
2024-10-27,PPC,17,1700.18,,,349.14,0.0,2024-43
2024-10-27,Social Media,4,466.49,,19881.0,191.73,189.0,2024-43
2024-10-28,Email,8,1452.0900000000001,1900.0,,0.0,108.96795852220968,2024-44
2024-10-28,PPC,16,2025.31,,,326.96,0.0,2024-44
2024-10-28,Social Media,3,117.13,,18504.0,173.63,163.0,2024-44
2024-10-29,Email,8,1186.7,1937.0,,0.0,103.68453878758724,2024-44
2024-10-29,PPC,11,1102.22,,,322.9,0.0,2024-44
2024-10-29,Social Media,7,315.85,,17869.0,160.19,326.0,2024-44
2024-10-30,Email,6,932.79,1452.0,,0.0,70.44939764669806,2024-44
2024-10-30,PPC,14,1358.49,,,375.68,0.0,2024-44
2024-10-30,Social Media,4,402.22,,16285.0,145.28,192.0,2024-44
2024-10-31,Email,8,1213.8600000000001,2090.0,,0.0,85.26312282993527,2024-44
2024-10-31,PPC,10,797.6899999999999,,,248.46,0.0,2024-44
2024-10-31,Social Media,4,457.68,,11326.0,141.36,171.0,2024-44
2024-11-01,Email,6,850.94,1433.0,,0.0,69.12617992733071,2024-44
2024-11-01,PPC,11,963.75,,,238.46,0.0,2024-44
2024-11-01,Social Media,5,632.69,,14799.0,138.78,213.0,2024-44
2024-11-02,Email,4,751.48,1137.0,,0.0,63.038911224822414,2024-44
2024-11-02,PPC,14,1483.62,,,277.94,0.0,2024-44
2024-11-02,Social Media,5,305.39,,11918.0,148.06,177.0,2024-44
2024-11-03,Email,9,1304.65,1922.0,,0.0,100.00153484871798,2024-44
2024-11-03,PPC,10,1037.24,,,267.04,0.0,2024-44
2024-11-03,Social Media,7,499.54,,20497.0,184.65,246.0,2024-44
2024-11-04,Email,11,1525.67,1903.0,,0.0,116.01414422049244,2024-45
2024-11-04,PPC,9,693.15,,,222.95,0.0,2024-45
2024-11-04,Social Media,6,268.52,,15362.0,141.92,258.0,2024-45
2024-11-05,Email,8,999.62,2464.0,,0.0,115.0767078232832,2024-45
2024-11-05,PPC,12,1449.91,,,230.3,0.0,2024-45
2024-11-05,Social Media,7,507.29,,16134.0,192.74,282.0,2024-45
2024-11-06,Email,9,1257.63,2011.0,,0.0,99.18906928066572,2024-45
2024-11-06,PPC,8,852.27,,,217.5,0.0,2024-45
2024-11-06,Social Media,4,323.08,,16871.0,153.19,173.0,2024-45
2024-11-07,Email,9,1077.96,2479.0,,0.0,108.35094774751336,2024-45
2024-11-07,PPC,13,1096.88,,,221.88,0.0,2024-45
2024-11-07,Social Media,7,495.46000000000004,,18660.0,188.42,277.0,2024-45
2024-11-08,Email,6,832.75,1621.0,,0.0,81.56193861196358,2024-45
2024-11-08,PPC,20,1901.32,,,343.01,0.0,2024-45
2024-11-08,Social Media,8,925.62,,19403.0,182.47,326.0,2024-45
2024-11-09,Email,10,1134.07,2179.0,,0.0,117.82151450673724,2024-45
2024-11-09,PPC,21,2027.2,,,356.41,0.0,2024-45
2024-11-09,Social Media,6,277.99,,16427.0,181.95,288.0,2024-45
2024-11-10,Email,6,802.5500000000001,1363.0,,0.0,88.12902662728186,2024-45
2024-11-10,PPC,13,1058.42,,,233.03,0.0,2024-45
2024-11-10,Social Media,4,441.66,,13483.0,124.43,170.0,2024-45
2024-11-11,Email,8,1225.12,1486.0,,0.0,91.48370635344534,2024-46
2024-11-11,PPC,13,1497.57,,,271.32,0.0,2024-46
2024-11-11,Social Media,5,158.1,,15761.0,131.49,215.0,2024-46
2024-11-12,Email,9,888.74,2653.0,,0.0,113.8846671706259,2024-46
2024-11-12,PPC,19,1992.52,,,265.98,0.0,2024-46
2024-11-12,Social Media,5,404.2,,16268.0,163.65,173.0,2024-46
2024-11-13,Email,9,1439.79,2243.0,,0.0,104.33090688559692,2024-46
2024-11-13,PPC,9,973.2,,,235.79,0.0,2024-46
2024-11-13,Social Media,5,538.1,,13166.0,132.84,254.0,2024-46
2024-11-14,Email,10,1161.5,2274.0,,0.0,125.82131013146817,2024-46
2024-11-14,PPC,21,2126.97,,,330.57,0.0,2024-46
2024-11-14,Social Media,8,448.56,,19102.0,177.77,318.0,2024-46
2024-11-15,Email,9,1115.51,2124.0,,0.0,91.35465115552198,2024-46
2024-11-15,PPC,11,785.94,,,226.98,0.0,2024-46
2024-11-15,Social Media,8,573.99,,19257.0,181.0,341.0,2024-46
2024-11-16,Email,6,659.85,1920.0,,0.0,77.92959688295689,2024-46
2024-11-16,PPC,14,1399.09,,,239.55,0.0,2024-46
2024-11-16,Social Media,7,485.52,,13551.0,137.38,260.0,2024-46
2024-11-17,Email,6,726.68,1097.0,,0.0,69.54471024888025,2024-46
2024-11-17,PPC,13,1425.4,,,260.87,0.0,2024-46
2024-11-17,Social Media,5,386.5,,15476.0,131.85,181.0,2024-46
2024-11-18,Email,6,775.46,1907.0,,0.0,80.19845379022212,2024-47
2024-11-18,PPC,11,1007.25,,,314.41,0.0,2024-47
2024-11-18,Social Media,5,286.59,,17071.0,168.83,198.0,2024-47
2024-11-19,Email,7,869.68,1831.0,,0.0,89.88919348859216,2024-47
2024-11-19,PPC,14,1141.57,,,333.96,0.0,2024-47
2024-11-19,Social Media,5,435.26,,20840.0,190.04,214.0,2024-47
2024-11-20,Email,9,1176.45,3064.0,,0.0,126.61520285447476,2024-47
2024-11-20,PPC,15,2116.66,,,280.71,0.0,2024-47
2024-11-20,Social Media,5,448.79,,10479.0,122.84,195.0,2024-47
2024-11-21,Email,9,1080.99,1570.0,,0.0,103.37466724255356,2024-47
2024-11-21,PPC,15,1364.13,,,319.59,0.0,2024-47
2024-11-21,Social Media,5,404.69,,11523.0,120.02,263.0,2024-47
2024-11-22,Email,10,1365.07,2192.0,,0.0,110.16568838737982,2024-47
2024-11-22,PPC,17,1863.8,,,307.61,0.0,2024-47
2024-11-22,Social Media,7,672.38,,15489.0,162.02,291.0,2024-47
2024-11-23,Email,8,1085.61,2385.0,,0.0,98.98628914804723,2024-47
2024-11-23,PPC,18,1837.17,,,313.05,0.0,2024-47
2024-11-23,Social Media,9,517.4499999999999,,18065.0,167.74,333.0,2024-47
2024-11-24,Email,13,1923.6399999999999,2513.0,,0.0,135.83441845001482,2024-47
2024-11-24,PPC,10,814.03,,,254.66,0.0,2024-47
2024-11-24,Social Media,5,257.95,,12413.0,121.49,205.0,2024-47
2024-11-25,Email,13,1938.35,2374.0,,0.0,139.7079564117249,2024-48
2024-11-25,PPC,19,2052.5,,,280.55,0.0,2024-48
2024-11-25,Social Media,5,215.74,,21794.0,188.27,217.0,2024-48
2024-11-26,Email,8,775.27,2300.0,,0.0,95.6047196432028,2024-48
2024-11-26,PPC,9,906.03,,,219.1,0.0,2024-48
2024-11-26,Social Media,4,385.40999999999997,,9963.0,116.2,191.0,2024-48
2024-11-27,Email,5,565.8199999999999,1618.0,,0.0,74.52246670339528,2024-48
2024-11-27,PPC,15,1343.71,,,310.19,0.0,2024-48
2024-11-27,Social Media,5,281.1,,13005.0,157.46,185.0,2024-48
2024-11-28,Email,10,1445.79,2320.0,,0.0,109.45890370260518,2024-48
2024-11-28,PPC,16,1708.4,,,294.39,0.0,2024-48
2024-11-28,Social Media,3,104.37,,13622.0,151.0,178.0,2024-48
2024-11-29,Email,11,1251.51,2539.0,,0.0,121.41169003602148,2024-48
2024-11-29,PPC,10,1071.13,,,256.72,0.0,2024-48
2024-11-29,Social Media,4,371.71000000000004,,14249.0,148.89,165.0,2024-48
2024-11-30,Email,12,1269.33,2158.0,,0.0,126.37844423401216,2024-48
2024-11-30,PPC,12,958.85,,,311.57,0.0,2024-48
2024-11-30,Social Media,8,796.86,,21071.0,178.16,350.0,2024-48
2024-12-01,Email,7,983.27,2264.0,,0.0,101.35674991455808,2024-48
2024-12-01,PPC,18,1561.8,,,259.96,0.0,2024-48
2024-12-01,Social Media,6,484.33,,19248.0,162.29,253.0,2024-48
2024-12-02,Email,6,674.78,2026.0,,0.0,85.34416182294967,2024-49
2024-12-02,PPC,13,1300.13,,,242.18,0.0,2024-49
2024-12-02,Social Media,8,605.36,,16183.0,189.67,315.0,2024-49
2024-12-03,Email,6,809.59,1638.0,,0.0,84.33821194365007,2024-49
2024-12-03,PPC,17,1648.49,,,279.31,0.0,2024-49
2024-12-03,Social Media,4,177.76,,16616.0,140.96,228.0,2024-49
2024-12-04,Email,9,1142.54,2108.0,,0.0,127.33641566904886,2024-49
2024-12-04,PPC,16,1564.77,,,291.59,0.0,2024-49
